timestamp,name,TOC,activity,Priority_Code,case_id,DeviceType,Device,event_message
04:59.0,ML,TMS,TOCGR,4,Substation1027,BLKCAR,Device678,Substation1027BLKCARDevice678CARRIERLEVELNORMALCHG-DET
04:59.0,ML,TMS,TOCGR,4,Substation1027,BLKCAR,Device678,Substation1027BLKCARDevice678#1CARRIERLEVLNORMALCHG-DET
05:01.0,ML,TMS,TOCGR,4,Substation1027,BLKCAR,Device678,Substation1027BLKCARDevice678CARRIERLEVELLOWCHG-DET
05:01.0,ML,TMS,TOCGR,4,Substation1027,BLKCAR,Device678,Substation1027BLKCARDevice678#1CARRIERLEVLLOWCHG-DET
05:03.0,ML,TMS,TOCGR,4,Substation1027,BLKCAR,Device678,Substation1027BLKCARDevice678CARRIERLEVELNORMALCHG-DET
05:03.0,ML,TMS,TOCGR,4,Substation1027,BLKCAR,Device678,Substation1027BLKCARDevice678#1CARRIERLEVLNORMALCHG-DET
05:30.0,ML,TMS,TOCPA,4,Substation879,LN,564,Substation879LN564AMPGUNBALANCED800.0CURRENTVALUE800.0AMPGHIGHLIMITVALUE40.2
06:00.0,ML,TMS,TOCPA,4,Substation879,LN,564,Substation879LN564AMPGNORMAL2.1CURRENTVALUE2.1AMPGHIGHLIMITVALUE40.2
06:01.0,ML,TMS,TOCPB,4,Substation1402,BLKCAR,Device793,Substation1402BLKCARDevice793SIGNALRECEIVEDTRIPENABLEDCHG-DET
06:06.0,ML,TMS,TOCPB,4,Substation1402,BLKCAR,Device793,Substation1402BLKCARDevice793SIGNALRECEIVEDNORMALCHG-DET
06:08.0,ML,TMS,TOCLR,4,Substation687,BLKCAR,Device50,Substation687BLKCARDevice50SIGNALRECEIVEDNORMALCHG-DET
06:12.0,ML,TMS,TOCLR,4,Substation1303,BLKCAR,Device349,Substation1303BLKCARDevice349SIGNALRECEIVEDNORMALCHG-DET
06:12.0,ML,TMS,TOCLR,4,Substation687,BLKCAR,Device50,Substation687BLKCARDevice50SIGNALRECEIVEDNORMALCHG-DET
06:16.0,ML,TMS,TOCLR,4,Substation1303,BLKCAR,Device349,Substation1303BLKCARDevice349SIGNALRECEIVEDTRIPENABLEDCHG-DET
06:16.0,ML,TMS,TOCLR,4,Substation1374,BLKCAR,Device312,Substation1374BLKCARDevice312SIGNALRECEIVEDNORMALCHG-DET
06:18.0,ML,TMS,TOCLR,4,Substation1374,BLKCAR,Device312,Substation1374BLKCARDevice312SIGNALRECEIVEDNORMALCHG-DET
06:20.0,ML,TMS,TOCLR,4,Substation1303,BLKCAR,Device349,Substation1303BLKCARDevice349SIGNALRECEIVEDNORMALCHG-DET
06:36.0,ML,TMS,TOCNL,4,Substation281,CAP,R9405,Substation281CAPR9405DELAYBLKCLOSEDELAYCHG-DET
07:02.0,ML,TMS,TOCGR,4,Substation1447,BLKCAR,Device527,Substation1447BLKCARDevice527CARRIERLEVELNORMALCHG-DET
07:02.0,ML,TMS,TOCGR,4,Substation190,BLKCAR,Device391,Substation190BLKCARDevice391CARRIERLEVELNORMALCHG-DET
09:00.0,ML,TMS,TOCBM,4,Substation303,BLKCAR,L527,Substation303BLKCARL527SIGNALRECEIVEDBLOCKTRIPCHG-DET
09:01.0,ML,TMS,TOCOG,4,Substation1037,BLKCAR,L527,Substation1037BLKCARL527SIGNALRECEIVEDNORMALCHG-DET
09:02.0,ML,TMS,TOCBM,4,Substation303,BLKCAR,L527,Substation303BLKCARL527SIGNALRECEIVEDNORMALCHG-DET
09:03.0,ML,TMS,TOCOG,4,Substation1037,BLKCAR,L527,Substation1037BLKCARL527SIGNALRECEIVEDTRIPENABLEDCHG-DET
09:04.0,ML,TMS,TOCBM,4,Substation303,BLKCAR,L527,Substation303BLKCARL527SIGNALRECEIVEDNORMALCHG-DET
09:05.0,ML,TMS,TOCOG,4,Substation1037,BLKCAR,L527,Substation1037BLKCARL527SIGNALRECEIVEDNORMALCHG-DET
09:12.0,ML,TMS,TOCPA,4,Substation714,TONE,L519,Substation714TONEL519TRIPRECEIVEDNORMALCHG-DET
09:35.0,ML,TMS,TOCBR,4,Substation611,BLKCAR,L752_PULSAR,Substation611BLKCARL752_PULSARSIGNALRECEIVEDBLOCKTRIPCHG-DET
09:37.0,ML,TMS,TOCBR,4,Substation611,BLKCAR,L752_PULSAR,Substation611BLKCARL752_PULSARSIGNALRECEIVEDBLOCKTRIPCHG-DET
09:39.0,ML,TMS,TOCBR,4,Substation611,BLKCAR,L752_PULSAR,Substation611BLKCARL752_PULSARSIGNALRECEIVEDNORMALCHG-DET
10:04.0,ML,TMS,TOCGR,4,Substation239,RELAY,N_CAP_BANK,Substation239RELAYN_CAP_BANKUNBALANCENORMALCHG-DET
10:04.0,ML,TMS,TOCGR,4,Substation239,GCB,N1124,Substation239GCBN1124CAPCLOSECKTTIMERSETCHG-DET
10:27.0,ML,TMS,TOCBR,4,Substation861,CAP,21672,Substation861CAP21672DELAYBLKCLOSEDELAYCHG-DET
10:27.0,ML,TMS,TOCBR,4,Substation861,CAP,21672,Substation861CAP21672UNBALANCEALARMCHG-DET
10:40.0,ML,TMS,TOCPA,4,Substation714,TONE,L519,Substation714TONEL519TRIPRECEIVEDNORMALCHG-DET
11:02.0,ML,TMS,TOCSE,4,Substation19,CAP,S2258_SEL451,Substation19CAPS2258_SEL451DELAYBLKCLOSEDELAYCHG-DET
11:10.0,ML,TMS,TOCGR,4,Substation1322,BLKCAR,Device826,Substation1322BLKCARDevice826CARRIERLEVELLOWCHG-DET
11:11.0,ML,TMS,TOCGR,4,Substation708,BLKCAR,Device322,Substation708BLKCARDevice322SIGNALXMITNORMALCHG-DET
11:13.0,ML,TMS,TOCGR,4,Substation1322,BLKCAR,Device826,Substation1322BLKCARDevice826CARRIERLEVELLOWCHG-DET
11:15.0,ML,TMS,TOCGR,4,Substation708,BLKCAR,Device322,Substation708BLKCARDevice322SIGNALXMITNORMALCHG-DET
11:16.0,ML,TMS,TOCGR,4,Substation1322,BLKCAR,Device826,Substation1322BLKCARDevice826CARRIERLEVELNORMALCHG-DET
11:36.0,ML,TMS,TOCNL,4,Substation281,CAP,R9405,Substation281CAPR9405DELAYBLKCLOSENORMALCHG-DET
12:29.0,ML,TMS,TOCGR,4,Substation239,GCB,N1124,Substation239GCBN1124CAPCLOSECKTTIMERRESETCHG-DET
13:28.0,ML,TMS,TOCBR,4,Substation424,BLKCAR,L342_PULSAR,Substation424BLKCARL342_PULSARSIGNALRECEIVEDBLOCKTRIPCHG-DET
13:32.0,ML,TMS,TOCBR,4,Substation424,BLKCAR,L342_PULSAR,Substation424BLKCARL342_PULSARSIGNALRECEIVEDNORMALCHG-DET
13:33.0,ML,TMS,TOCBR,4,Substation1125,BLKCAR,L342_PULSAR,Substation1125BLKCARL342_PULSARSIGNALRECEIVEDNORMALCHG-DET
14:43.0,ML,TMS,TOCLR,4,Substation687,BLKCAR,Device349,Substation687BLKCARDevice349SIGNALRECEIVEDNORMALCHG-DET
15:01.0,ML,TMS,TOCBR,4,Substation861,CAP,21672,Substation861CAP21672DELAYBLKCLOSENORMALCHG-DET
16:03.0,ML,TMS,TOCSE,4,Substation19,CAP,S2258_SEL451,Substation19CAPS2258_SEL451DELAYBLKCLOSENORMALCHG-DET
17:29.0,ML,TMS,TOCNL,4,Substation247,BLKCAR,Device424,Substation247BLKCARDevice424SIGNALRECEIVEDNORMALCHG-DET
17:29.0,ML,TMS,TOCWN,4,Substation901,BLKCAR,L119_PLC85P1-1,Substation901BLKCARL119_PLC85P1-1SIGNALRECEIVEDNORMALCHG-DET
17:29.0,ML,TMS,TOCLR,4,Substation1303,BLKCAR,Device111,Substation1303BLKCARDevice111SIGNALRECEIVEDNORMALCHG-DET
17:29.0,ML,TMS,TOCNL,4,Substation247,BLKCAR,Device424,Substation247BLKCARDevice424SIGNALRECEIVEDTRIPENABLEDCHG-DET
17:34.0,ML,TMS,TOCWN,4,Substation901,BLKCAR,L119_PLC85P1-1,Substation901BLKCARL119_PLC85P1-1SIGNALRECEIVEDBLOCKTRIPCHG-DET
17:49.0,ML,TMS,TOCWN,4,Substation901,BLKCAR,L119_PLC85P1-1,Substation901BLKCARL119_PLC85P1-1SIGNALRECEIVEDNORMALCHG-DET
17:54.0,ML,TMS,TOCWN,4,Substation901,RELAY,L119_PRI2_DTT,Substation901RELAYL119_PRI2_DTTTRIPRECEIVEDALARMCHG-DET
17:56.0,ML,TMS,TOCWN,4,Substation901,RELAY,L119_PRI2_DTT,Substation901RELAYL119_PRI2_DTTTRIPRECEIVEDNORMALCHG-DET
17:56.0,ML,TMS,TOCWN,4,Substation901,BLKCAR,L119_PLC85P1-1,Substation901BLKCARL119_PLC85P1-1SIGNALRECEIVEDBLOCKTRIPCHG-DET
17:59.0,ML,TMS,TOCWN,4,Substation901,BLKCAR,L119_PLC85P1-1,Substation901BLKCARL119_PLC85P1-1SIGNALRECEIVEDNORMALCHG-DET
20:17.0,ML,TMS,TOCLR,4,Substation687,BLKCAR,Device636,Substation687BLKCARDevice636SIGNALRECEIVEDNORMALCHG-DET
20:30.0,ML,TMS,TOCLR,4,Substation687,BLKCAR,Device636,Substation687BLKCARDevice636SIGNALRECEIVEDNORMALCHG-DET
21:05.0,ML,TMS,TOCGR,4,Substation708,BLKCAR,Device322,Substation708BLKCARDevice322SIGNALXMITNORMALCHG-DET
21:05.0,ML,TMS,TOCGR,4,Substation1322,BLKCAR,Device826,Substation1322BLKCARDevice826CARRIERLEVELLOWCHG-DET
21:06.0,ML,TMS,TOCGR,4,Substation1322,BLKCAR,Device826,Substation1322BLKCARDevice826CARRIERLEVELLOWCHG-DET
21:09.0,ML,TMS,TOCGR,4,Substation708,BLKCAR,Device322,Substation708BLKCARDevice322SIGNALXMITALARMCHG-DET
21:09.0,ML,TMS,TOCGR,4,Substation1322,BLKCAR,Device826,Substation1322BLKCARDevice826CARRIERLEVELNORMALCHG-DET
21:11.0,ML,TMS,TOCGR,4,Substation708,BLKCAR,Device322,Substation708BLKCARDevice322SIGNALXMITNORMALCHG-DET
21:49.0,ML,TMS,TOCLR,4,Substation1303,BLKCAR,Device349,Substation1303BLKCARDevice349SIGNALRECEIVEDTRIPENABLEDCHG-DET
21:52.0,ML,TMS,TOCLR,4,Substation1374,BLKCAR,Device312,Substation1374BLKCARDevice312SIGNALRECEIVEDNORMALCHG-DET
21:53.0,ML,TMS,TOCLR,4,Substation1303,BLKCAR,Device349,Substation1303BLKCARDevice349SIGNALRECEIVEDNORMALCHG-DET
21:55.0,ML,TMS,TOCOG,4,Substation1037,BLKCAR,L514,Substation1037BLKCARL514SIGNALRECEIVEDTRIPENABLEDCHG-DET
21:57.0,ML,TMS,TOCOG,4,Substation1037,BLKCAR,L514,Substation1037BLKCARL514SIGNALRECEIVEDNORMALCHG-DET
23:57.0,ML,TMS,TOCHS,4,Substation136,BLKCAR,Device309,Substation136BLKCARDevice309SIGNALRECEIVEDNORMALCHG-DET
25:13.0,ML,TMS,TOCBR,4,Substation740,GCB,20585_HI_PRESS,Substation740GCB20585_HI_PRESSHEATERLOSSCHG-DET
25:13.0,ML,TMS,TOCBR,4,Substation740,GCB,20580_HI_PRESS,Substation740GCB20580_HI_PRESSHEATERLOSSCHG-DET
26:48.0,ML,TMS,TOCHS,4,Substation136,BLKCAR,Device309,Substation136BLKCARDevice309SIGNALRECEIVEDNORMALCHG-DET
26:56.0,ML,TMS,TOCHS,4,Substation136,BLKCAR,Device309,Substation136BLKCARDevice309SIGNALRECEIVEDNORMALCHG-DET
27:00.0,ML,TMS,TOCHS,4,Substation136,BLKCAR,Device309,Substation136BLKCARDevice309SIGNALRECEIVEDNORMALCHG-DET
27:03.0,ML,TMS,TOCHS,4,Substation136,BLKCAR,Device309,Substation136BLKCARDevice309SIGNALRECEIVEDNORMALCHG-DET
27:09.0,ML,TMS,TOCHS,4,Substation136,BLKCAR,Device309,Substation136BLKCARDevice309SIGNALRECEIVEDNORMALCHG-DET
28:27.0,ML,TMS,TOCPA,4,Substation714,TONE,L519,Substation714TONEL519TRIPRECEIVEDNORMALCHG-DET
28:36.0,ML,TMS,TOCBR,4,Substation740,GCB,20580_HI_PRESS,Substation740GCB20580_HI_PRESSHEATERNORMALCHG-DET
29:40.0,ML,TMS,TOCBR,4,Substation740,GCB,20585_HI_PRESS,Substation740GCB20585_HI_PRESSHEATERNORMALCHG-DET
29:49.0,ML,TMS,TOCPA,4,Substation714,TONE,L519,Substation714TONEL519TRIPRECEIVEDNORMALCHG-DET
30:31.0,ML,TMS,TOCPB,4,Substation655,BLKCAR,Device362,Substation655BLKCARDevice362CHECKBACKTESTINPROGRESSCHG-DET
30:40.0,ML,TMS,TOCPB,4,Substation655,BLKCAR,Device362,Substation655BLKCARDevice362CHECKBACKTESTNORMALCHG-DET
33:38.0,ML,TMS,TOCBM,4,Substation303,BLKCAR,L527,Substation303BLKCARL527SIGNALRECEIVEDBLOCKTRIPCHG-DET
33:39.0,ML,TMS,TOCOG,4,Substation1037,BLKCAR,L527,Substation1037BLKCARL527SIGNALRECEIVEDNORMALCHG-DET
33:40.0,ML,TMS,TOCBM,4,Substation303,BLKCAR,L527,Substation303BLKCARL527SIGNALRECEIVEDNORMALCHG-DET
33:42.0,ML,TMS,TOCBM,4,Substation303,BLKCAR,L527,Substation303BLKCARL527SIGNALRECEIVEDBLOCKTRIPCHG-DET
33:43.0,ML,TMS,TOCOG,4,Substation1037,BLKCAR,L527,Substation1037BLKCARL527SIGNALRECEIVEDNORMALCHG-DET
33:44.0,ML,TMS,TOCBM,4,Substation303,BLKCAR,L527,Substation303BLKCARL527SIGNALRECEIVEDNORMALCHG-DET
42:49.0,ML,TMS,TOCPA,4,Substation714,TONE,L519,Substation714TONEL519TRIPRECEIVEDNORMALCHG-DET
46:47.0,ML,TMS,TOCLC,4,Substation943,CAP,17435,Substation943CAP17435UNBALANCEALARMCHG-DET
46:47.0,ML,TMS,TOCLC,4,Substation943,CAP,17435,Substation943CAP17435CLOSECKTTIMERSETCHG-DET
50:46.0,ML,TMS,TOCPA,4,Substation714,TONE,L519,Substation714TONEL519TRIPRECEIVEDNORMALCHG-DET
50:49.0,ML,TMS,TOCLF,4,Substation298,ACB,13065,Substation298ACB13065MINORNORMALCHG-DET
52:19.0,ML,TMS,TOCNL,4,Substation355,BLKCAR,Device1706,Substation355BLKCARDevice1706SIGNALRECEIVEDNORMALCHG-DET
52:26.0,ML,TMS,TOCNL,4,Substation355,BLKCAR,Device1706,Substation355BLKCARDevice1706SIGNALRECEIVEDNORMALCHG-DET
52:27.0,ML,TMS,TOCNL,4,Substation355,BLKCAR,Device1706,Substation355BLKCARDevice1706SIGNALRECEIVEDBLOCKTRIPCHG-DET
52:27.0,ML,TMS,TOCLC,4,Substation943,CAP,17435,Substation943CAP17435CLOSECKTTIMERRESETCHG-DET
52:29.0,ML,TMS,TOCNL,4,Substation355,BLKCAR,Device1706,Substation355BLKCARDevice1706SIGNALRECEIVEDNORMALCHG-DET
52:31.0,ML,TMS,TOCNL,4,Substation355,BLKCAR,Device1706,Substation355BLKCARDevice1706SIGNALRECEIVEDBLOCKTRIPCHG-DET
52:33.0,ML,TMS,TOCNL,4,Substation355,BLKCAR,Device1706,Substation355BLKCARDevice1706SIGNALRECEIVEDNORMALCHG-DET
52:36.0,ML,TMS,TOCNL,4,Substation355,BLKCAR,Device1706,Substation355BLKCARDevice1706SIGNALRECEIVEDBLOCKTRIPCHG-DET
52:37.0,ML,TMS,TOCNL,4,Substation355,BLKCAR,Device1706,Substation355BLKCARDevice1706SIGNALRECEIVEDNORMALCHG-DET
52:41.0,ML,TMS,TOCNL,4,Substation355,BLKCAR,Device1706,Substation355BLKCARDevice1706SIGNALRECEIVEDNORMALCHG-DET
52:43.0,ML,TMS,TOCNL,4,Substation355,BLKCAR,Device1706,Substation355BLKCARDevice1706SIGNALRECEIVEDNORMALCHG-DET
52:45.0,ML,TMS,TOCNL,4,Substation355,BLKCAR,Device1706,Substation355BLKCARDevice1706SIGNALRECEIVEDBLOCKTRIPCHG-DET
52:47.0,ML,TMS,TOCNL,4,Substation355,BLKCAR,Device1706,Substation355BLKCARDevice1706SIGNALRECEIVEDNORMALCHG-DET
52:49.0,ML,TMS,TOCNL,4,Substation355,BLKCAR,Device1706,Substation355BLKCARDevice1706SIGNALRECEIVEDBLOCKTRIPCHG-DET
52:51.0,ML,TMS,TOCNL,4,Substation355,BLKCAR,Device1706,Substation355BLKCARDevice1706SIGNALRECEIVEDNORMALCHG-DET
52:53.0,ML,TMS,TOCNL,4,Substation355,BLKCAR,Device1706,Substation355BLKCARDevice1706SIGNALRECEIVEDNORMALCHG-DET
52:57.0,ML,TMS,TOCNL,4,Substation355,BLKCAR,Device1706,Substation355BLKCARDevice1706SIGNALRECEIVEDNORMALCHG-DET
54:19.0,ML,TMS,TOCNL,4,Substation355,BLKCAR,Device1706,Substation355BLKCARDevice1706SIGNALRECEIVEDNORMALCHG-DET
54:21.0,ML,TMS,TOCNL,4,Substation355,BLKCAR,Device1706,Substation355BLKCARDevice1706SIGNALRECEIVEDNORMALCHG-DET
54:25.0,ML,TMS,TOCNL,4,Substation355,BLKCAR,Device1706,Substation355BLKCARDevice1706SIGNALRECEIVEDNORMALCHG-DET
54:28.0,ML,TMS,TOCNL,4,Substation355,BLKCAR,Device1706,Substation355BLKCARDevice1706SIGNALRECEIVEDNORMALCHG-DET
54:29.0,ML,TMS,TOCNL,4,Substation355,BLKCAR,Device1706,Substation355BLKCARDevice1706SIGNALRECEIVEDNORMALCHG-DET
54:31.0,ML,TMS,TOCNL,4,Substation355,BLKCAR,Device1706,Substation355BLKCARDevice1706SIGNALRECEIVEDNORMALCHG-DET
54:33.0,ML,TMS,TOCNL,4,Substation355,BLKCAR,Device1706,Substation355BLKCARDevice1706SIGNALRECEIVEDNORMALCHG-DET
55:58.0,ML,TMS,TOCLR,4,Substation997,XFMR,AT2,Substation997XFMRAT2NITROGENCYLLOWCHG-DET
56:24.0,ML,TMS,TOCLF,4,Substation298,XFMR,T1_APH,Substation298XFMRT1_APHNITROGENCYLLOWCHG-DET
59:57.0,ML,TMS,TOCED,4,Substation232,BLKCAR,Device689,Substation232BLKCARDevice689SIGNALRECEIVEDTRIPENABLEDCHG-DET
00:01.0,ML,TMS,TOCED,4,Substation232,BLKCAR,Device689,Substation232BLKCARDevice689SIGNALRECEIVEDNORMALCHG-DET
00:01.0,ML,TMS,TOCPB,4,Substation1265,BLKCAR,STUTR_PR1_UPLC,Substation1265BLKCARSTUTR_PR1_UPLCCARRIERLEVELLOWCHG-DET
00:03.0,ML,TMS,TOCNL,4,Substation1058,BLKCAR,R7962_NATCHEZ,Substation1058BLKCARDevice4575SIGNALRECEIVEDNORMALCHG-DET
00:04.0,ML,TMS,TOCNL,4,Substation355,BLKCAR,Device1706,Substation355BLKCARDevice1706SIGNALRECEIVEDNORMALCHG-DET
00:04.0,ML,TMS,TOCNL,4,Substation1424,BLKCAR,R8018_STAND,Substation1424BLKCARR8018_STANDSIGNALRECEIVEDBLOCKTRIPCHG-DET
00:04.0,ML,TMS,TOCPB,4,Substation1265,BLKCAR,STUTR_PR1_UPLC,Substation1265BLKCARSTUTR_PR1_UPLCCARRIERLEVELNORMALCHG-DET
00:06.0,ML,TMS,TOCPB,4,Substation1459,BLKCAR,Device285,Substation1459BLKCARDevice285SIGNALXMITNORMALCHG-DET
00:06.0,ML,TMS,TOCLR,4,Substation687,BLKCAR,Device636,Substation687BLKCARDevice636SIGNALRECEIVEDNORMALCHG-DET
00:06.0,ML,TMS,TOCNL,4,Substation1424,BLKCAR,R8018_STAND,Substation1424BLKCARR8018_STANDSIGNALRECEIVEDNORMALCHG-DET
00:10.0,ML,TMS,TOCLR,4,Substation687,BLKCAR,Device636,Substation687BLKCARDevice636SIGNALRECEIVEDNORMALCHG-DET
00:47.0,ML,TMS,TOCPA,4,Substation714,TONE,L519,Substation714TONEL519TRIPRECEIVEDNORMALCHG-DET
02:01.0,ML,TMS,TOCLR,4,Substation844,BLKCAR,Device676,Substation844BLKCARDevice676TRANSMITTERFAILEDCHG-DET
02:01.0,ML,TMS,TOCLR,4,Substation844,BLKCAR,Device676,Substation844BLKCARDevice676CARRIERLEVELLOWCHG-DET
02:04.0,ML,TMS,TOCLR,4,Substation844,BLKCAR,Device676,Substation844BLKCARDevice676TRANSMITTERNORMALCHG-DET
02:04.0,ML,TMS,TOCLR,4,Substation844,BLKCAR,Device676,Substation844BLKCARDevice676CARRIERLEVELNORMALCHG-DET
02:57.0,ML,TMS,TOCPA,4,Substation714,TONE,L519,Substation714TONEL519TRIPRECEIVEDNORMALCHG-DET
05:54.0,ML,TMS,TOCBR,4,Substation740,GCB,20585_HI_PRESS,Substation740GCB20585_HI_PRESSHEATERLOSSCHG-DET
08:24.0,ML,TMS,TOCPA,4,Substation714,TONE,L519,Substation714TONEL519TRIPRECEIVEDNORMALCHG-DET
10:25.0,ML,TMS,TOCBR,4,Substation740,GCB,20585_HI_PRESS,Substation740GCB20585_HI_PRESSHEATERNORMALCHG-DET
15:06.0,ML,TMS,TOCBR,4,Substation740,GCB,20580_HI_PRESS,Substation740GCB20580_HI_PRESSHEATERLOSSCHG-DET
15:39.0,ML,TMS,TOCLR,4,Substation687,BLKCAR,Device349,Substation687BLKCARDevice349SIGNALRECEIVEDNORMALCHG-DET
16:01.0,ML,TMS,TOCPA,4,Substation714,TONE,L519,Substation714TONEL519TRIPRECEIVEDALARMCHG-DET
16:04.0,ML,TMS,TOCPA,4,Substation714,TONE,L519,Substation714TONEL519TRIPRECEIVEDNORMALCHG-DET
18:32.0,ML,TMS,TOCBR,4,Substation740,GCB,20580_HI_PRESS,Substation740GCB20580_HI_PRESSHEATERNORMALCHG-DET
19:59.0,ML,TMS,TOCPA,4,Substation714,TONE,L519,Substation714TONEL519TRIPRECEIVEDALARMCHG-DET
20:01.0,ML,TMS,TOCPA,4,Substation714,TONE,L519,Substation714TONEL519TRIPRECEIVEDNORMALCHG-DET
22:53.0,ML,TMS,TOCOG,4,Substation1037,BLKCAR,L514,Substation1037BLKCARL514SIGNALRECEIVEDNORMALCHG-DET
23:43.0,ML,TMS,TOCPA,4,Substation714,TONE,L519,Substation714TONEL519TRIPRECEIVEDNORMALCHG-DET
26:52.0,ML,TMS,TOCPA,4,Substation714,TONE,L519,Substation714TONEL519TRIPRECEIVEDNORMALCHG-DET
30:27.0,ML,TMS,TOCPA,4,Substation714,TONE,L519,Substation714TONEL519TRIPRECEIVEDNORMALCHG-DET
43:51.0,ML,TMS,TOCNL,4,Substation354,BLKCAR,STND,Substation354BLKCARSTNDSIGNALRECEIVEDBLOCKTRIPCHG-DET
43:53.0,ML,TMS,TOCNL,4,Substation1456,BLKCAR,WINN,Substation1456BLKCARWINNSIGNALRECEIVEDBLOCKTRIPCHG-DET
44:06.0,ML,TMS,TOCNL,4,Substation1456,BLKCAR,WINN,Substation1456BLKCARWINNSIGNALRECEIVEDNORMALCHG-DET
44:13.0,ML,TMS,TOCNL,4,Substation354,BLKCAR,STND,Substation354BLKCARSTNDSIGNALRECEIVEDNORMALCHG-DET
45:39.0,ML,TMS,TOCBR,4,Substation740,GCB,20585_HI_PRESS,Substation740GCB20585_HI_PRESSHEATERLOSSCHG-DET
48:25.0,ML,TMS,TOCGR,4,Substation291,GCB,N1064,Substation291GCBN1064CAPCLOSECKTTIMERSETCHG-DET
50:09.0,ML,TMS,TOCBR,4,Substation740,GCB,20585_HI_PRESS,Substation740GCB20585_HI_PRESSHEATERNORMALCHG-DET
53:26.0,ML,TMS,TOCGR,4,Substation291,GCB,N1064,Substation291GCBN1064CAPCLOSECKTTIMERRESETCHG-DET
59:54.0,ML,TMS,TOCED,4,Substation232,BLKCAR,Device689,Substation232BLKCARDevice689SIGNALRECEIVEDTRIPENABLEDCHG-DET
59:56.0,ML,TMS,TOCED,4,Substation232,BLKCAR,Device689,Substation232BLKCARDevice689SIGNALRECEIVEDNORMALCHG-DET
00:02.0,ML,TMS,TOCNL,4,Substation355,BLKCAR,Device1706,Substation355BLKCARDevice1706SIGNALRECEIVEDNORMALCHG-DET
00:02.0,ML,TMS,TOCPB,4,Substation1265,BLKCAR,STUTR_PR1_UPLC,Substation1265BLKCARSTUTR_PR1_UPLCCARRIERLEVELNORMALCHG-DET
00:03.0,ML,TMS,TOCNL,4,Substation1424,BLKCAR,R8018_STAND,Substation1424BLKCARR8018_STANDSIGNALRECEIVEDBLOCKTRIPCHG-DET
00:03.0,ML,TMS,TOCGR,4,Substation1027,LN,Device4416,Substation1027LNDevice4416#1CARRIERLEVLLOWCHG-DET
00:03.0,ML,TMS,TOCGR,4,Substation1027,BLKCAR,MARKET,Substation1027BLKCARMARKETSIGNALRECEIVEDTRIPENABLEDCHG-DET
00:05.0,ML,TMS,TOCGR,4,Substation1027,LN,Device4416,Substation1027LNDevice4416#1CARRIERLEVLNORMALCHG-DET
00:05.0,ML,TMS,TOCGR,4,Substation1027,BLKCAR,MARKET,Substation1027BLKCARMARKETSIGNALRECEIVEDNORMALCHG-DET
00:05.0,ML,TMS,TOCNL,4,Substation1424,BLKCAR,R8018_STAND,Substation1424BLKCARR8018_STANDSIGNALRECEIVEDNORMALCHG-DET
00:06.0,ML,TMS,TOCPB,4,Substation1459,BLKCAR,Device285,Substation1459BLKCARDevice285SIGNALXMITNORMALCHG-DET
00:07.0,ML,TMS,TOCGR,4,Substation1027,LN,Device4416,Substation1027LNDevice4416#1CARRIERLEVLLOWCHG-DET
00:07.0,ML,TMS,TOCLR,4,Substation977,BLKCAR,Device754,Substation977BLKCARDevice754SIGNALRECEIVEDNORMALCHG-DET
00:08.0,ML,TMS,TOCNL,4,Substation1058,BLKCAR,R7962_NATCHEZ,Substation1058BLKCARDevice4575SIGNALRECEIVEDNORMALCHG-DET
00:09.0,ML,TMS,TOCGR,4,Substation1027,LN,Device4416,Substation1027LNDevice4416#1CARRIERLEVLNORMALCHG-DET
00:09.0,ML,TMS,TOCGR,4,Substation1027,BLKCAR,MARKET,Substation1027BLKCARMARKETSIGNALRECEIVEDNORMALCHG-DET
00:10.0,ML,TMS,TOCLR,4,Substation977,BLKCAR,Device754,Substation977BLKCARDevice754SIGNALRECEIVEDNORMALCHG-DET
00:45.0,ML,TMS,TOCPA,4,Substation714,TONE,L519,Substation714TONEL519TRIPRECEIVEDNORMALCHG-DET
02:58.0,ML,TMS,TOCLR,4,Substation844,BLKCAR,Device676,Substation844BLKCARDevice676TRANSMITTERFAILEDCHG-DET
02:58.0,ML,TMS,TOCLR,4,Substation844,BLKCAR,Device676,Substation844BLKCARDevice676CARRIERLEVELLOWCHG-DET
03:03.0,ML,TMS,TOCLR,4,Substation844,BLKCAR,Device676,Substation844BLKCARDevice676TRANSMITTERNORMALCHG-DET
03:03.0,ML,TMS,TOCLR,4,Substation844,BLKCAR,Device676,Substation844BLKCARDevice676CARRIERLEVELNORMALCHG-DET
04:08.0,ML,TMS,TOCBR,4,Substation740,GCB,20580_HI_PRESS,Substation740GCB20580_HI_PRESSHEATERLOSSCHG-DET
07:38.0,ML,TMS,TOCBR,4,Substation740,GCB,20580_HI_PRESS,Substation740GCB20580_HI_PRESSHEATERNORMALCHG-DET
08:00.0,ML,TMS,TOCGR,4,Substation1027,LN,Device4416,Substation1027LNDevice4416#1CARRIERLEVLLOWCHG-DET
08:00.0,ML,TMS,TOCGR,4,Substation1027,BLKCAR,MARKET,Substation1027BLKCARMARKETSIGNALRECEIVEDTRIPENABLEDCHG-DET
08:02.0,ML,TMS,TOCGR,4,Substation1027,LN,Device4416,Substation1027LNDevice4416#1CARRIERLEVLLOWCHG-DET
